Imatest,5.0.5, , Stepchart
Title,2.jpg
Run date,06-Jan-2022 15:51:10,,Build 2017-11-03
File name,2.jpg

Zones,20

Pixel offset,0

Log exposure and analysis levels (Luminance (Y) channel for color images)
Zone,Pixel,Pixel/255,Log(exp),Log(px/255),Width px,Height px,Pixels total,Lux (patch),
 1,  120.8, 0.4737, -0.0500, -0.3245,39,116,4524
 2,  106.0, 0.4156, -0.1500, -0.3813,39,116,4524
 3,   91.9, 0.3602, -0.2500, -0.4434,39,116,4524
 4,   80.0, 0.3137, -0.3500, -0.5035,39,116,4524
 5,   66.5, 0.2607, -0.4500, -0.5839,39,116,4524
 6,   56.3, 0.2208, -0.5500, -0.6559,39,116,4524
 7,   47.0, 0.1842, -0.6500, -0.7346,39,116,4524
 8,   39.3, 0.1543, -0.7500, -0.8117,39,116,4524
 9,   32.1, 0.1258, -0.8500, -0.9002,39,116,4524
10,   26.0, 0.1019, -0.9500, -0.9917,39,116,4524
11,   22.1, 0.0865, -1.0500, -1.0631,39,116,4524
12,   18.0, 0.0707, -1.1500, -1.1508,39,116,4524
13,   15.7, 0.0616, -1.2500, -1.2102,39,116,4524
14,   13.6, 0.0535, -1.3500, -1.2719,39,116,4524
15,   12.1, 0.0473, -1.4500, -1.3251,39,116,4524
16,   10.5, 0.0412, -1.5500, -1.3852,39,116,4524
17,   10.0, 0.0391, -1.6500, -1.4079,39,116,4524
18,    9.4, 0.0369, -1.7500, -1.4335,39,116,4524
19,    9.0, 0.0352, -1.8500, -1.4539,39,116,4524
20,    9.5, 0.0374, -1.9500, -1.4275,38,116,4408

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means and medians are in pixels (max 255).
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, Y-median, R-median, G-med1an, B-median
 1,  0.0500,  0.3245,  0.3208,  0.3260,  0.3259, 120.7, 121.8, 120.4, 120.4, 121.1, 122.0, 121.0, 120.0
 2,  0.1500,  0.3813,  0.3728,  0.3840,  0.3829, 105.9, 108.1, 105.3, 105.6, 105.9, 108.0, 105.0, 106.0
 3,  0.2500,  0.4434,  0.4344,  0.4453,  0.4473,  91.9,  93.8,  91.5,  91.0,  92.4,  94.0,  92.0,  91.0
 4,  0.3500,  0.5035,  0.5038,  0.5058,  0.4921,  79.8,  79.9,  79.6,  82.1,  80.1,  80.0,  80.0,  82.0
 5,  0.4500,  0.5839,  0.5882,  0.5833,  0.5848,  66.4,  65.8,  66.6,  66.3,  66.5,  66.0,  67.0,  66.0
 6,  0.5500,  0.6559,  0.6679,  0.6521,  0.6437,  56.5,  54.8,  56.8,  57.9,  56.9,  55.0,  57.0,  58.0
 7,  0.6500,  0.7346,  0.7446,  0.7352,  0.7195,  46.8,  45.9,  46.9,  48.6,  46.9,  46.0,  47.0,  49.0
 8,  0.7500,  0.8117,  0.8209,  0.8087,  0.8108,  39.4,  38.5,  39.6,  39.4,  39.5,  39.0,  40.0,  40.0
 9,  0.8500,  0.9002,  0.9168,  0.8987,  0.8924,  32.0,  30.9,  32.2,  32.7,  32.0,  31.0,  32.0,  33.0
10,  0.9500,  0.9917,  1.0269,  0.9869,  0.9641,  25.9,  24.0,  26.3,  27.7,  26.1,  24.0,  26.0,  28.0
11,  1.0500,  1.0631,  1.0939,  1.0536,  1.0424,  22.2,  20.5,  22.5,  23.1,  22.1,  21.0,  23.0,  23.0
12,  1.1500,  1.1508,  1.1703,  1.1437,  1.1614,  18.0,  17.2,  18.3,  17.6,  17.9,  17.0,  18.0,  17.0
13,  1.2500,  1.2102,  1.2234,  1.2090,  1.2209,  15.6,  15.2,  15.8,  15.3,  15.5,  15.0,  16.0,  15.0
14,  1.3500,  1.2719,  1.2762,  1.2763,  1.2467,  13.6,  13.5,  13.5,  14.5,  13.1,  13.0,  13.0,  14.0
15,  1.4500,  1.3251,  1.3231,  1.3246,  1.3158,  12.1,  12.1,  12.1,  12.3,  12.0,  12.0,  12.0,  12.0
16,  1.5500,  1.3852,  1.3577,  1.4037,  1.3346,  10.4,  11.2,  10.1,  11.8,  10.1,  11.0,  10.0,  12.0
17,  1.6500,  1.4079,  1.3666,  1.4293,  1.3499,   9.9,  11.0,   9.5,  11.4,   9.6,  11.0,   9.0,  11.0
18,  1.7500,  1.4335,  1.3722,  1.4602,  1.3698,   9.4,  10.8,   8.8,  10.9,   9.1,  11.0,   9.0,  11.0
19,  1.8500,  1.4539,  1.3783,  1.4862,  1.3644,   9.0,  10.7,   8.3,  11.0,   8.6,  10.0,   8.0,  11.0
20,  1.9500,  1.4275,  1.3551,  1.4679,  1.3404,   9.4,  11.3,   8.7,  11.6,   9.1,  11.0,   8.0,  11.0

Zone,(-)Log(exp),Y-slope,R-slope,G-slope,B-slope
 1,  0.050,  0.568,  0.520,  0.579,  0.570
 2,  0.150,  0.594,  0.568,  0.597,  0.607
 3,  0.250,  0.611,  0.655,  0.609,  0.546
 4,  0.350,  0.703,  0.769,  0.690,  0.687
 5,  0.450,  0.762,  0.820,  0.732,  0.758
 6,  0.550,  0.753,  0.782,  0.760,  0.674
 7,  0.650,  0.779,  0.765,  0.783,  0.835
 8,  0.750,  0.828,  0.861,  0.817,  0.864
 9,  0.850,  0.900,  1.030,  0.891,  0.767
10,  0.950,  0.814,  0.885,  0.774,  0.750
11,  1.050,  0.795,  0.717,  0.784,  0.986
12,  1.150,  0.736,  0.648,  0.777,  0.892
13,  1.250,  0.606,  0.530,  0.663,  0.426
14,  1.350,  0.574,  0.498,  0.578,  0.475
15,  1.450,  0.567,  0.407,  0.637,  0.440
16,  1.550,  0.414,  0.218,  0.524,  0.170
17,  1.650,  0.241,  0.073,  0.282,  0.176
18,  1.750,  0.230,  0.059,  0.285,  0.073
19,  1.850, -0.030, -0.085,  0.039, -0.147

Noise (normalized to 1.5 density range and maximum) and f-stop noise and SNR (scene-referenced). This table changed in Imatest 3.9: added line and fields.
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
 1,   3.460,  3.587,  3.467,  3.552,   1.496,  1.551,  1.499,  1.536,,   0.0700,  0.0725,  0.0701,  0.0718,    14.29,   13.79,   14.26,   13.92
 2,   3.681,  3.705,  3.681,  3.936,   1.592,  1.602,  1.592,  1.702,,   0.0885,  0.0890,  0.0884,  0.0946,    11.30,   11.23,   11.31,   10.57
 3,   3.536,  3.605,  3.561,  3.515,   1.529,  1.559,  1.540,  1.520,,   0.1114,  0.1136,  0.1122,  0.1108,     8.97,    8.80,    8.91,    9.03
 4,   3.361,  3.420,  3.362,  3.391,   1.454,  1.479,  1.454,  1.467,,   0.1095,  0.1114,  0.1095,  0.1104,     9.13,    8.98,    9.13,    9.05
 5,   3.342,  3.356,  3.357,  3.537,   1.445,  1.451,  1.452,  1.530,,   0.1079,  0.1083,  0.1084,  0.1142,     9.27,    9.23,    9.23,    8.76
 6,   4.148,  4.324,  4.134,  4.116,   1.794,  1.870,  1.788,  1.780,,   0.1519,  0.1584,  0.1514,  0.1508,     6.58,    6.31,    6.60,    6.63
 7,   3.690,  3.780,  3.688,  3.758,   1.596,  1.635,  1.595,  1.625,,   0.1559,  0.1597,  0.1558,  0.1588,     6.41,    6.26,    6.42,    6.30
 8,   3.901,  4.073,  3.870,  3.983,   1.687,  1.762,  1.674,  1.723,,   0.1906,  0.1990,  0.1890,  0.1945,     5.25,    5.03,    5.29,    5.14
 9,   3.640,  3.794,  3.626,  3.771,   1.574,  1.641,  1.568,  1.631,,   0.2088,  0.2177,  0.2081,  0.2164,     4.79,    4.59,    4.81,    4.62
10,   3.436,  3.505,  3.454,  3.536,   1.486,  1.516,  1.494,  1.529,,   0.2412,  0.2461,  0.2425,  0.2482,     4.15,    4.06,    4.12,    4.03
11,   3.103,  3.127,  3.128,  3.176,   1.342,  1.352,  1.353,  1.374,,   0.2763,  0.2785,  0.2786,  0.2828,     3.62,    3.59,    3.59,    3.54
12,   2.892,  2.925,  2.905,  2.937,   1.251,  1.265,  1.256,  1.270,,   0.3339,  0.3377,  0.3354,  0.3391,     2.99,    2.96,    2.98,    2.95
13,   2.774,  2.854,  2.772,  2.893,   1.200,  1.234,  1.199,  1.251,,   0.4164,  0.4285,  0.4162,  0.4342,     2.40,    2.33,    2.40,    2.30
14,   2.542,  2.611,  2.534,  2.682,   1.099,  1.129,  1.096,  1.160,,   0.4902,  0.5035,  0.4886,  0.5171,     2.04,    1.99,    2.05,    1.93
15,   2.392,  2.416,  2.399,  2.511,   1.034,  1.045,  1.038,  1.086,,   0.5962,  0.6022,  0.5981,  0.6260,     1.68,    1.66,    1.67,    1.60
16,   2.585,  2.663,  2.593,  2.640,   1.118,  1.152,  1.122,  1.142,,   0.8827,  0.9095,  0.8856,  0.9014,     1.13,    1.10,    1.13,    1.11
17,   2.476,  2.585,  2.458,  2.577,   1.071,  1.118,  1.063,  1.115,,   1.3002,  1.3575,  1.2911,  1.3535,     0.77,    0.74,    0.77,    0.74
18,   2.589,  2.754,  2.574,  2.729,   1.120,  1.191,  1.113,  1.180,,   2.8140,  2.9935,  2.7976,  2.9669,     0.36,    0.33,    0.36,    0.34
19,   2.719,  3.081,  2.653,  2.819,   1.176,  1.332,  1.148,  1.219,, 1172696176321944800.0000,1231941577051008300.0000,1173739622032143400.0000,1212309610456150300.0000,     0.00,    0.00,    0.00,    0.00
20,   2.712,  2.848,  2.714,  2.803,   1.173,  1.232,  1.174,  1.212,, 1172696176321944800.0000,1231941577051008300.0000,1173739622032143400.0000,1212309610456150300.0000,     0.00,    0.00,    0.00,    0.00

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
 1,  31.657,  30.793,  31.480,  30.740, 30.010, 29.769, 29.961, 29.754
 2,  26.104,  26.451,  25.949,  24.321, 28.334, 28.449, 28.283, 27.720
 3,  23.559,  23.592,  23.289,  23.487, 27.443, 27.455, 27.343, 27.417
 4,  21.578,  21.192,  21.457,  21.959, 26.680, 26.524, 26.631, 26.832
 5,  18.035,  17.784,  17.980,  17.003, 25.122, 25.000, 25.096, 24.611
 6,  12.311,  11.488,  12.461,  12.758, 21.806, 21.205, 21.911, 22.116
 7,  11.545,  11.012,  11.535,  11.735, 21.248, 20.837, 21.241, 21.390
 8,   9.144,   8.575,   9.283,   8.975, 19.223, 18.665, 19.354, 19.061
 9,   7.994,   7.380,   8.053,   7.856, 18.055, 17.362, 18.119, 17.904
10,   6.859,   6.200,   6.899,   7.102, 16.726, 15.847, 16.776, 17.028
11,   6.444,   5.956,   6.534,   6.604, 16.183, 15.499, 16.304, 16.396
12,   5.650,   5.341,   5.718,   5.429, 15.040, 14.553, 15.144, 14.695
13,   5.137,   4.843,   5.154,   4.807, 14.213, 13.702, 14.243, 13.637
14,   4.863,   4.687,   4.829,   4.886, 13.738, 13.419, 13.678, 13.778
15,   4.573,   4.549,   4.564,   4.449, 13.205, 13.158, 13.187, 12.965
16,   3.685,   3.810,   3.520,   4.054, 11.328, 11.618, 10.930, 12.157
17,   3.651,   3.846,   3.500,   4.009, 11.248, 11.700, 10.881, 12.060
18,   3.292,   3.564,   3.114,   3.615, 10.349, 11.038,  9.866, 11.163
19,   0.000,   0.000,   0.000,   0.000,  0.000,  0.000,  0.000,  0.000
20,   0.000,   0.000,   0.000,   0.000,  0.000,  0.000,  0.000,  0.000

,R,G,B,Y,Notes
SNR_BW (dB; RGBY), 27.8, 28.2, 28.0, 28.2,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
SNR Dnom=0.7, 21.2, 21.9, 22.1, 21.8,Patch,6

Dynamic Range in f-stops (EV): total and for quality levels corresponding to SNR = 1/f-stop noise
Noise max f-stops,Quality,DR (f-stops)
,Total (slope-based),5.93
,Distinct steps,5.98
1,Low,5.08
0.5,Medium,4.35
0.25,M-H,3.07
0.1,High,0.499

Gamma, 0.743,1/1.35
Exposure error (f-stops),-1.94
Density step, 0.1
Image WxH pixels,4160,3120
Crop WxH pixels,3192,286
Region W H Area pixels,    39,   116,    4524
Avg. noise (zones 2-15) RGBY %,  3.39,  3.32,  3.41,  3.32
Detected zones<0.98,19, good contrast
Detected_Patches_Skype_Dyn_Rng,16
