Imatest,5.0.5, , Stepchart
Title,400.JPG
Run date,06-Jan-2022 15:06:50,,Build 2017-11-03
File name,400.JPG

Zones,20

Pixel offset,0

Log exposure and analysis levels (Luminance (Y) channel for color images)
Zone,Pixel,Pixel/255,Log(exp),Log(px/255),Width px,Height px,Pixels total,Lux (patch),
 1,  225.4, 0.8837, -0.0500, -0.0537,29,108,3132
 2,  210.0, 0.8237, -0.1500, -0.0842,29,108,3132
 3,  190.8, 0.7481, -0.2500, -0.1260,29,108,3132
 4,  172.8, 0.6776, -0.3500, -0.1691,29,108,3132
 5,  150.8, 0.5913, -0.4500, -0.2282,29,108,3132
 6,  130.3, 0.5108, -0.5500, -0.2917,29,108,3132
 7,  109.8, 0.4307, -0.6500, -0.3658,29,108,3132
 8,   94.6, 0.3708, -0.7500, -0.4309,29,108,3132
 9,   78.3, 0.3072, -0.8500, -0.5125,29,108,3132
10,   65.6, 0.2574, -0.9500, -0.5894,29,108,3132
11,   55.3, 0.2170, -1.0500, -0.6635,29,108,3132
12,   45.0, 0.1763, -1.1500, -0.7537,29,108,3132
13,   37.9, 0.1485, -1.2500, -0.8282,29,108,3132
14,   32.1, 0.1260, -1.3500, -0.8995,29,108,3132
15,   26.7, 0.1048, -1.4500, -0.9796,29,108,3132
16,   21.5, 0.0843, -1.5500, -1.0741,29,108,3132
17,   17.4, 0.0682, -1.6500, -1.1660,29,108,3132
18,   14.7, 0.0578, -1.7500, -1.2379,29,108,3132
19,   12.3, 0.0483, -1.8500, -1.3163,29,108,3132
20,   11.4, 0.0445, -1.9500, -1.3514,28,108,3024

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means and medians are in pixels (max 255).
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, Y-median, R-median, G-med1an, B-median
 1,  0.0500,  0.0537,  0.0430,  0.0564,  0.0567, 225.4, 231.0, 223.9, 223.8, 225.3, 231.0, 224.0, 224.0
 2,  0.1500,  0.0842,  0.0690,  0.0884,  0.0917, 209.9, 217.5, 208.1, 206.4, 210.1, 218.0, 208.0, 207.0
 3,  0.2500,  0.1260,  0.1073,  0.1308,  0.1340, 190.8, 199.2, 188.7, 187.3, 191.0, 199.0, 189.0, 187.0
 4,  0.3500,  0.1691,  0.1489,  0.1736,  0.1780, 173.0, 181.0, 171.0, 169.2, 173.0, 181.0, 171.0, 169.0
 5,  0.4500,  0.2282,  0.2055,  0.2336,  0.2370, 151.0, 158.9, 148.9, 147.8, 151.1, 159.0, 149.0, 148.0
 6,  0.5500,  0.2917,  0.2674,  0.2975,  0.3034, 130.4, 137.8, 128.5, 126.8, 130.5, 138.0, 129.0, 127.0
 7,  0.6500,  0.3658,  0.3469,  0.3689,  0.3801, 110.1, 114.7, 109.0, 106.3, 109.8, 115.0, 109.0, 106.0
 8,  0.7500,  0.4309,  0.4142,  0.4343,  0.4379,  94.7,  98.2,  93.8,  93.0,  94.8,  98.0,  94.0,  93.0
 9,  0.8500,  0.5125,  0.4931,  0.5163,  0.5160,  78.6,  81.9,  77.7,  77.7,  78.8,  82.0,  78.0,  78.0
10,  0.9500,  0.5894,  0.5661,  0.5943,  0.6004,  65.8,  69.3,  64.9,  64.0,  65.8,  69.0,  65.0,  64.0
11,  1.0500,  0.6635,  0.6402,  0.6676,  0.6760,  55.5,  58.4,  54.8,  53.8,  55.8,  58.0,  55.0,  54.0
12,  1.1500,  0.7537,  0.7416,  0.7560,  0.7585,  45.0,  46.2,  44.7,  44.5,  45.1,  46.0,  45.0,  45.0
13,  1.2500,  0.8282,  0.8119,  0.8318,  0.8275,  38.0,  39.3,  37.6,  37.9,  38.1,  39.0,  38.0,  38.0
14,  1.3500,  0.8995,  0.8885,  0.9027,  0.9018,  32.1,  33.0,  31.9,  32.0,  32.0,  33.0,  32.0,  32.0
15,  1.4500,  0.9796,  0.9656,  0.9831,  0.9773,  26.8,  27.6,  26.5,  26.9,  26.9,  28.0,  27.0,  27.0
16,  1.5500,  1.0741,  1.0571,  1.0810,  1.0591,  21.5,  22.4,  21.2,  22.3,  21.5,  22.0,  21.0,  22.0
17,  1.6500,  1.1660,  1.1335,  1.1789,  1.1541,  17.4,  18.8,  16.9,  17.9,  17.5,  19.0,  17.0,  18.0
18,  1.7500,  1.2379,  1.2253,  1.2430,  1.2359,  14.7,  15.2,  14.6,  14.8,  14.9,  15.0,  15.0,  15.0
19,  1.8500,  1.3163,  1.3133,  1.3212,  1.2911,  12.3,  12.4,  12.2,  13.0,  12.1,  12.0,  12.0,  13.0
20,  1.9500,  1.3514,  1.3358,  1.3533,  1.3732,  11.4,  11.8,  11.3,  10.8,  11.1,  12.0,  11.0,  11.0

Zone,(-)Log(exp),Y-slope,R-slope,G-slope,B-slope
 1,  0.050,  0.306,  0.260,  0.319,  0.350
 2,  0.150,  0.362,  0.321,  0.372,  0.386
 3,  0.250,  0.424,  0.399,  0.426,  0.431
 4,  0.350,  0.511,  0.491,  0.514,  0.515
 5,  0.450,  0.613,  0.593,  0.620,  0.627
 6,  0.550,  0.688,  0.707,  0.677,  0.716
 7,  0.650,  0.696,  0.734,  0.684,  0.673
 8,  0.750,  0.734,  0.731,  0.737,  0.679
 9,  0.850,  0.793,  0.759,  0.800,  0.813
10,  0.950,  0.755,  0.735,  0.756,  0.800
11,  1.050,  0.822,  0.878,  0.808,  0.791
12,  1.150,  0.823,  0.859,  0.821,  0.757
13,  1.250,  0.729,  0.735,  0.733,  0.716
14,  1.350,  0.757,  0.768,  0.757,  0.749
15,  1.450,  0.873,  0.843,  0.892,  0.786
16,  1.550,  0.932,  0.839,  0.979,  0.884
17,  1.650,  0.819,  0.841,  0.810,  0.884
18,  1.750,  0.751,  0.899,  0.712,  0.685
19,  1.850,  0.568,  0.552,  0.552,  0.686

Noise (normalized to 1.5 density range and maximum) and f-stop noise and SNR (scene-referenced). This table changed in Imatest 3.9: added line and fields.
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
 1,   0.458,  0.660,  0.490,  0.620,   0.366,  0.527,  0.392,  0.495,,   0.0144,  0.0207,  0.0154,  0.0195,    69.46,   48.26,   64.93,   51.38
 2,   0.337,  0.347,  0.395,  0.390,   0.269,  0.278,  0.316,  0.312,,   0.0121,  0.0125,  0.0142,  0.0140,    82.61,   80.08,   70.45,   71.36
 3,   0.378,  0.434,  0.410,  0.455,   0.302,  0.347,  0.328,  0.364,,   0.0155,  0.0178,  0.0168,  0.0187,    64.56,   56.10,   59.45,   53.58
 4,   0.420,  0.419,  0.426,  0.529,   0.336,  0.335,  0.340,  0.423,,   0.0155,  0.0155,  0.0157,  0.0196,    64.35,   64.47,   63.53,   51.09
 5,   0.481,  0.495,  0.504,  0.506,   0.385,  0.396,  0.403,  0.404,,   0.0161,  0.0166,  0.0169,  0.0169,    62.12,   60.40,   59.31,   59.11
 6,   0.517,  0.586,  0.548,  0.563,   0.414,  0.469,  0.438,  0.450,,   0.0179,  0.0203,  0.0189,  0.0195,    55.87,   49.31,   52.80,   51.33
 7,   0.577,  0.626,  0.587,  0.630,   0.461,  0.501,  0.469,  0.504,,   0.0217,  0.0236,  0.0221,  0.0237,    45.98,   42.37,   45.25,   42.14
 8,   0.675,  0.715,  0.692,  0.673,   0.540,  0.572,  0.553,  0.538,,   0.0286,  0.0303,  0.0293,  0.0285,    34.95,   33.01,   34.12,   35.06
 9,   0.748,  0.760,  0.767,  0.870,   0.598,  0.607,  0.613,  0.696,,   0.0362,  0.0368,  0.0371,  0.0421,    27.62,   27.20,   26.93,   23.74
10,   0.766,  0.813,  0.779,  0.791,   0.612,  0.650,  0.622,  0.632,,   0.0430,  0.0456,  0.0437,  0.0444,    23.26,   21.91,   22.88,   22.53
11,   0.824,  0.925,  0.856,  0.833,   0.659,  0.739,  0.684,  0.666,,   0.0544,  0.0611,  0.0566,  0.0551,    18.37,   16.36,   17.68,   18.16
12,   0.866,  0.870,  0.886,  0.963,   0.692,  0.696,  0.708,  0.770,,   0.0688,  0.0691,  0.0704,  0.0765,    14.54,   14.47,   14.21,   13.07
13,   0.913,  0.930,  0.920,  1.006,   0.730,  0.744,  0.736,  0.804,,   0.0881,  0.0898,  0.0889,  0.0971,    11.35,   11.14,   11.25,   10.30
14,   0.947,  1.011,  0.954,  1.052,   0.757,  0.809,  0.762,  0.841,,   0.1086,  0.1159,  0.1093,  0.1206,     9.21,    8.63,    9.15,    8.29
15,   1.012,  1.034,  1.038,  1.021,   0.809,  0.826,  0.830,  0.816,,   0.1331,  0.1360,  0.1366,  0.1343,     7.51,    7.36,    7.32,    7.45
16,   1.033,  1.086,  1.042,  1.107,   0.826,  0.868,  0.833,  0.885,,   0.1587,  0.1669,  0.1601,  0.1702,     6.30,    5.99,    6.24,    5.88
17,   1.015,  1.016,  1.026,  1.034,   0.811,  0.812,  0.820,  0.827,,   0.2045,  0.2047,  0.2066,  0.2084,     4.89,    4.88,    4.84,    4.80
18,   1.019,  1.049,  1.024,  1.041,   0.814,  0.838,  0.819,  0.833,,   0.2904,  0.2989,  0.2920,  0.2969,     3.44,    3.35,    3.42,    3.37
19,   1.030,  1.034,  1.040,  1.102,   0.823,  0.826,  0.832,  0.881,,   0.3461,  0.3474,  0.3497,  0.3705,     2.89,    2.88,    2.86,    2.70
20,   1.048,  1.066,  1.055,  1.152,   0.838,  0.852,  0.844,  0.921,,   0.3375,  0.3432,  0.3398,  0.3708,     2.96,    2.91,    2.94,    2.70

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
 1, 241.159, 171.727, 224.026, 177.120, 47.646, 44.697, 47.006, 44.965
 2, 306.080, 307.282, 258.563, 259.863, 49.717, 49.751, 48.251, 48.295
 3, 247.875, 224.934, 225.819, 201.995, 47.885, 47.041, 47.075, 46.107
 4, 201.704, 211.660, 197.056, 156.861, 46.094, 46.513, 45.892, 43.910
 5, 153.736, 157.491, 144.965, 143.348, 43.736, 43.945, 43.225, 43.128
 6, 123.489, 115.258, 115.164, 110.431, 41.833, 41.233, 41.226, 40.862
 7,  93.343,  89.838,  91.197,  82.761, 39.402, 39.069, 39.200, 38.356
 8,  68.677,  67.412,  66.519,  67.788, 36.736, 36.575, 36.459, 36.623
 9,  51.387,  52.910,  49.672,  43.817, 34.217, 34.471, 33.922, 32.833
10,  42.051,  41.784,  40.884,  39.704, 32.475, 32.420, 32.231, 31.977
11,  32.954,  30.975,  31.414,  31.651, 30.358, 29.820, 29.943, 30.008
12,  25.478,  26.066,  24.757,  22.644, 28.123, 28.321, 27.874, 27.099
13,  20.354,  20.738,  20.020,  18.504, 26.173, 26.335, 26.029, 25.345
14,  16.649,  15.987,  16.411,  14.907, 24.428, 24.075, 24.303, 23.468
15,  12.955,  13.098,  12.524,  12.910, 22.249, 22.344, 21.955, 22.219
16,  10.208,  10.100,   9.961,   9.859, 20.179, 20.086, 19.966, 19.877
17,   8.409,   9.053,   8.080,   8.481, 18.495, 19.136, 18.148, 18.569
18,   7.100,   7.100,   6.978,   6.977, 17.025, 17.025, 16.875, 16.873
19,   5.863,   5.883,   5.739,   5.806, 15.363, 15.391, 15.177, 15.278
20,   5.313,   5.417,   5.255,   4.599, 14.506, 14.675, 14.411, 13.253

,R,G,B,Y,Notes
SNR_BW (dB; RGBY), 42.9, 43.2, 43.4, 43.4,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
SNR Dnom=0.7, 41.2, 41.2, 40.9, 41.8,Patch,6

Dynamic Range in f-stops (EV): total and for quality levels corresponding to SNR = 1/f-stop noise
Noise max f-stops,Quality,DR (f-stops)
,Total (slope-based),6.31
,Distinct steps,6.31
0.25,M-H,5.49
0.1,High,4.18

Gamma, 0.686,1/1.46
Exposure error (f-stops),-0.30
Density step, 0.1
Image WxH pixels,4000,3000
Crop WxH pixels,2895,296
Region W H Area pixels,    29,   108,    3132
Avg. noise (zones 2-15) RGBY %,  0.71,  0.70,  0.73,  0.68
Detected zones<0.98,20, good contrast
Detected_Patches_Skype_Dyn_Rng,18
Skype Dynamic Range linear,16, (Skype spec 5.0)
Skype Dynamic Range log,20, (better)

Exif data























