Imatest,5.0.5, , Stepchart
Title,700.JPG
Run date,06-Jan-2022 15:07:34,,Build 2017-11-03
File name,700.JPG

Zones,20

Pixel offset,0

Log exposure and analysis levels (Luminance (Y) channel for color images)
Zone,Pixel,Pixel/255,Log(exp),Log(px/255),Width px,Height px,Pixels total,Lux (patch),
 1,  230.4, 0.9036, -0.0500, -0.0440,28,93,2604
 2,  214.0, 0.8392, -0.1500, -0.0761,28,93,2604
 3,  194.5, 0.7627, -0.2500, -0.1177,28,93,2604
 4,  176.5, 0.6921, -0.3500, -0.1598,28,93,2604
 5,  154.0, 0.6038, -0.4500, -0.2191,28,93,2604
 6,  133.2, 0.5225, -0.5500, -0.2819,28,93,2604
 7,  111.3, 0.4364, -0.6500, -0.3601,28,93,2604
 8,   95.5, 0.3745, -0.7500, -0.4265,28,93,2604
 9,   78.4, 0.3076, -0.8500, -0.5120,28,93,2604
10,   65.1, 0.2553, -0.9500, -0.5930,28,93,2604
11,   53.8, 0.2108, -1.0500, -0.6761,28,93,2604
12,   43.6, 0.1708, -1.1500, -0.7674,28,93,2604
13,   37.2, 0.1458, -1.2500, -0.8364,28,93,2604
14,   31.3, 0.1227, -1.3500, -0.9112,28,93,2604
15,   25.9, 0.1015, -1.4500, -0.9937,28,93,2604
16,   20.7, 0.0812, -1.5500, -1.0903,28,93,2604
17,   16.5, 0.0646, -1.6500, -1.1900,28,93,2604
18,   13.7, 0.0537, -1.7500, -1.2700,28,93,2604
19,   10.9, 0.0428, -1.8500, -1.3681,28,93,2604
20,   10.0, 0.0393, -1.9500, -1.4055,27,93,2511

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means and medians are in pixels (max 255).
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, Y-median, R-median, G-med1an, B-median
 1,  0.0500,  0.0440,  0.0362,  0.0454,  0.0511, 230.5, 234.6, 229.7, 226.7, 230.8, 235.0, 230.0, 227.0
 2,  0.1500,  0.0761,  0.0633,  0.0794,  0.0856, 213.9, 220.4, 212.4, 209.4, 213.5, 220.0, 212.0, 209.0
 3,  0.2500,  0.1177,  0.1004,  0.1222,  0.1255, 194.5, 202.4, 192.5, 191.0, 194.5, 202.0, 192.0, 191.0
 4,  0.3500,  0.1598,  0.1403,  0.1644,  0.1684, 176.6, 184.6, 174.6, 173.0, 177.0, 185.0, 175.0, 173.0
 5,  0.4500,  0.2191,  0.1978,  0.2251,  0.2273, 153.9, 161.7, 151.9, 151.1, 154.1, 162.0, 152.0, 151.0
 6,  0.5500,  0.2819,  0.2603,  0.2871,  0.2931, 133.3, 140.0, 131.7, 129.9, 133.6, 140.0, 132.0, 130.0
 7,  0.6500,  0.3601,  0.3379,  0.3662,  0.3684, 111.3, 117.1, 109.7, 109.2, 111.3, 117.0, 110.0, 109.0
 8,  0.7500,  0.4265,  0.4087,  0.4313,  0.4334,  95.5,  99.5,  94.5,  94.0,  95.3,  99.0,  94.0,  94.0
 9,  0.8500,  0.5120,  0.4942,  0.5155,  0.5133,  78.7,  81.7,  77.8,  78.2,  78.8,  82.0,  78.0,  78.0
10,  0.9500,  0.5930,  0.5728,  0.5986,  0.5944,  65.1,  68.2,  64.3,  64.9,  64.9,  68.0,  64.0,  65.0
11,  1.0500,  0.6761,  0.6666,  0.6767,  0.6848,  53.9,  54.9,  53.7,  52.7,  54.1,  55.0,  54.0,  53.0
12,  1.1500,  0.7674,  0.7568,  0.7701,  0.7764,  43.5,  44.6,  43.3,  42.7,  43.5,  45.0,  43.0,  43.0
13,  1.2500,  0.8364,  0.8096,  0.8451,  0.8353,  37.1,  39.5,  36.4,  37.3,  36.9,  40.0,  36.0,  37.0
14,  1.3500,  0.9112,  0.8918,  0.9195,  0.9085,  31.2,  32.7,  30.7,  31.5,  31.5,  33.0,  31.0,  31.0
15,  1.4500,  0.9937,  0.9725,  1.0035,  0.9795,  25.8,  27.2,  25.3,  26.7,  25.5,  27.0,  25.0,  27.0
16,  1.5500,  1.0903,  1.0611,  1.1000,  1.0801,  20.7,  22.2,  20.3,  21.2,  20.5,  22.0,  20.0,  21.0
17,  1.6500,  1.1900,  1.1598,  1.2009,  1.1799,  16.5,  17.6,  16.1,  16.9,  16.5,  18.0,  16.0,  17.0
18,  1.7500,  1.2700,  1.2356,  1.2860,  1.2570,  13.6,  14.8,  13.2,  14.1,  13.5,  15.0,  13.0,  14.0
19,  1.8500,  1.3681,  1.3330,  1.3757,  1.3715,  11.0,  11.8,  10.7,  10.8,  11.0,  12.0,  11.0,  11.0
20,  1.9500,  1.4055,  1.3463,  1.4262,  1.3916,  10.0,  11.5,   9.6,  10.3,  10.1,  11.0,  10.0,  10.0

Zone,(-)Log(exp),Y-slope,R-slope,G-slope,B-slope
 1,  0.050,  0.321,  0.271,  0.340,  0.344
 2,  0.150,  0.368,  0.321,  0.384,  0.372
 3,  0.250,  0.419,  0.385,  0.425,  0.414
 4,  0.350,  0.507,  0.487,  0.515,  0.509
 5,  0.450,  0.610,  0.600,  0.613,  0.623
 6,  0.550,  0.705,  0.701,  0.706,  0.706
 7,  0.650,  0.723,  0.742,  0.721,  0.702
 8,  0.750,  0.759,  0.781,  0.746,  0.725
 9,  0.850,  0.832,  0.820,  0.836,  0.805
10,  0.950,  0.820,  0.862,  0.806,  0.857
11,  1.050,  0.872,  0.920,  0.858,  0.910
12,  1.150,  0.801,  0.715,  0.842,  0.753
13,  1.250,  0.719,  0.675,  0.747,  0.661
14,  1.350,  0.787,  0.814,  0.792,  0.721
15,  1.450,  0.895,  0.846,  0.903,  0.858
16,  1.550,  0.981,  0.937,  0.987,  1.002
17,  1.650,  0.899,  0.872,  0.930,  0.885
18,  1.750,  0.891,  0.866,  0.874,  0.958
19,  1.850,  0.678,  0.554,  0.701,  0.673

Noise (normalized to 1.5 density range and maximum) and f-stop noise and SNR (scene-referenced). This table changed in Imatest 3.9: added line and fields.
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
 1,   0.668,  0.685,  0.670,  0.669,   0.550,  0.564,  0.551,  0.551,,   0.0207,  0.0213,  0.0208,  0.0208,    48.22,   47.02,   48.11,   48.14
 2,   0.587,  0.587,  0.587,  0.587,   0.483,  0.483,  0.483,  0.483,,   0.0210,  0.0210,  0.0210,  0.0210,    47.70,   47.70,   47.70,   47.70
 3,   0.742,  0.755,  0.752,  0.776,   0.610,  0.621,  0.619,  0.638,,   0.0307,  0.0313,  0.0311,  0.0321,    32.54,   31.99,   32.11,   31.14
 4,   0.762,  0.762,  0.767,  0.768,   0.627,  0.626,  0.631,  0.632,,   0.0286,  0.0285,  0.0287,  0.0288,    35.02,   35.05,   34.80,   34.76
 5,   0.743,  0.754,  0.746,  0.837,   0.611,  0.620,  0.613,  0.688,,   0.0250,  0.0253,  0.0250,  0.0281,    40.05,   39.47,   39.93,   35.57
 6,   1.000,  1.033,  1.010,  0.999,   0.822,  0.850,  0.831,  0.821,,   0.0343,  0.0355,  0.0347,  0.0343,    29.14,   28.20,   28.84,   29.17
 7,   0.988,  1.086,  1.006,  1.002,   0.812,  0.893,  0.827,  0.824,,   0.0366,  0.0402,  0.0373,  0.0371,    27.32,   24.85,   26.83,   26.94
 8,   0.937,  0.980,  0.944,  0.937,   0.771,  0.806,  0.776,  0.771,,   0.0389,  0.0407,  0.0391,  0.0389,    25.71,   24.59,   25.54,   25.72
 9,   1.147,  1.151,  1.146,  1.233,   0.943,  0.947,  0.942,  1.014,,   0.0542,  0.0544,  0.0542,  0.0583,    18.45,   18.37,   18.46,   17.16
10,   1.002,  1.031,  0.998,  1.063,   0.824,  0.848,  0.821,  0.874,,   0.0552,  0.0567,  0.0549,  0.0585,    18.13,   17.63,   18.20,   17.09
11,   1.145,  1.164,  1.153,  1.165,   0.942,  0.957,  0.948,  0.958,,   0.0758,  0.0770,  0.0763,  0.0771,    13.20,   12.99,   13.11,   12.98
12,   1.018,  1.092,  1.031,  1.041,   0.837,  0.898,  0.848,  0.856,,   0.0835,  0.0896,  0.0846,  0.0854,    11.98,   11.16,   11.82,   11.71
13,   1.065,  1.188,  1.056,  1.073,   0.876,  0.977,  0.869,  0.882,,   0.1081,  0.1206,  0.1072,  0.1089,     9.25,    8.29,    9.33,    9.19
14,   1.028,  1.048,  1.036,  1.027,   0.845,  0.862,  0.852,  0.845,,   0.1229,  0.1254,  0.1239,  0.1229,     8.14,    7.98,    8.07,    8.14
15,   1.064,  1.071,  1.070,  1.089,   0.875,  0.881,  0.880,  0.896,,   0.1439,  0.1448,  0.1447,  0.1473,     6.95,    6.91,    6.91,    6.79
16,   1.184,  1.192,  1.186,  1.185,   0.974,  0.981,  0.975,  0.975,,   0.1846,  0.1858,  0.1848,  0.1847,     5.42,    5.38,    5.41,    5.41
17,   1.035,  1.058,  1.044,  1.034,   0.851,  0.870,  0.859,  0.851,,   0.2078,  0.2124,  0.2096,  0.2076,     4.81,    4.71,    4.77,    4.82
18,   1.102,  1.121,  1.114,  1.104,   0.906,  0.922,  0.916,  0.908,,   0.3064,  0.3118,  0.3096,  0.3069,     3.26,    3.21,    3.23,    3.26
19,   1.052,  1.070,  1.073,  1.070,   0.865,  0.880,  0.883,  0.880,,   0.3429,  0.3487,  0.3499,  0.3489,     2.92,    2.87,    2.86,    2.87
20,   1.081,  1.079,  1.084,  1.105,   0.889,  0.888,  0.892,  0.909,,   0.3389,  0.3385,  0.3400,  0.3466,     2.95,    2.95,    2.94,    2.89

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
 1, 164.387, 163.185, 163.476, 161.466, 44.317, 44.254, 44.269, 44.162
 2, 173.916, 179.118, 172.617, 170.179, 44.807, 45.063, 44.742, 44.618
 3, 124.970, 127.810, 122.024, 117.443, 41.936, 42.131, 41.729, 41.397
 4, 110.383, 115.579, 108.546, 107.439, 40.858, 41.258, 40.712, 40.623
 5,  98.781, 102.238,  97.143,  86.100, 39.894, 40.192, 39.748, 38.700
 6,  63.563,  64.640,  62.158,  62.006, 36.064, 36.210, 35.870, 35.849
 7,  53.722,  51.443,  52.033,  51.988, 34.603, 34.226, 34.326, 34.318
 8,  48.584,  48.418,  47.736,  47.837, 33.730, 33.700, 33.577, 33.595
 9,  32.621,  33.852,  32.385,  30.245, 30.270, 30.592, 30.207, 29.613
10,  30.982,  31.556,  30.700,  29.114, 29.822, 29.982, 29.743, 29.282
11,  22.380,  22.515,  22.203,  21.567, 26.997, 27.049, 26.928, 26.676
12,  20.412,  19.486,  20.022,  19.556, 26.198, 25.795, 26.030, 25.825
13,  16.636,  15.862,  16.445,  16.561, 24.421, 24.007, 24.321, 24.382
14,  14.519,  14.883,  14.125,  14.610, 23.239, 23.454, 23.000, 23.293
15,  11.593,  12.097,  11.273,  11.702, 21.284, 21.654, 21.041, 21.365
16,   8.340,   8.860,   8.143,   8.533, 18.423, 18.948, 18.216, 18.622
17,   7.584,   7.954,   7.332,   7.768, 17.598, 18.011, 17.305, 17.806
18,   5.925,   6.304,   5.652,   6.096, 15.454, 15.992, 15.045, 15.701
19,   4.953,   5.280,   4.770,   4.830, 13.897, 14.453, 13.571, 13.679
20,   4.423,   5.076,   4.204,   4.466, 12.915, 14.110, 12.473, 12.997

,R,G,B,Y,Notes
SNR_BW (dB; RGBY), 40.2, 40.5, 40.6, 40.6,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
SNR Dnom=0.7, 36.2, 35.9, 35.8, 36.1,Patch,6

Dynamic Range in f-stops (EV): total and for quality levels corresponding to SNR = 1/f-stop noise
Noise max f-stops,Quality,DR (f-stops)
,Total (slope-based),6.31
,Distinct steps,6.31
0.25,M-H,5.46
0.1,High,3.88

Gamma, 0.689,1/1.45
Exposure error (f-stops),-0.28
Density step, 0.1
Image WxH pixels,4000,3000
Crop WxH pixels,2875,259
Region W H Area pixels,    28,    93,    2604
Avg. noise (zones 2-15) RGBY %,  0.98,  0.95,  0.97,  0.94
Detected zones<0.98,20, good contrast
Detected_Patches_Skype_Dyn_Rng,18
Skype Dynamic Range linear,16, (Skype spec 5.0)
Skype Dynamic Range log,20, (better)

Exif data























