Imatest,5.0.5, , Stepchart
Title,100.JPG
Run date,06-Jan-2022 15:06:50,,Build 2017-11-03
File name,100.JPG

Zones,20

Pixel offset,0

Log exposure and analysis levels (Luminance (Y) channel for color images)
Zone,Pixel,Pixel/255,Log(exp),Log(px/255),Width px,Height px,Pixels total,Lux (patch),
 1,  221.5, 0.8684, -0.0500, -0.0613,29,108,3132
 2,  205.8, 0.8072, -0.1500, -0.0930,29,108,3132
 3,  186.8, 0.7327, -0.2500, -0.1351,29,108,3132
 4,  169.9, 0.6663, -0.3500, -0.1763,29,108,3132
 5,  149.8, 0.5875, -0.4500, -0.2310,29,108,3132
 6,  131.3, 0.5147, -0.5500, -0.2884,29,108,3132
 7,  112.0, 0.4394, -0.6500, -0.3572,29,108,3132
 8,   97.6, 0.3827, -0.7500, -0.4171,29,108,3132
 9,   82.7, 0.3245, -0.8500, -0.4888,29,108,3132
10,   70.8, 0.2777, -0.9500, -0.5565,29,108,3132
11,   59.8, 0.2346, -1.0500, -0.6297,29,108,3132
12,   49.3, 0.1935, -1.1500, -0.7133,29,108,3132
13,   42.6, 0.1670, -1.2500, -0.7774,29,108,3132
14,   35.2, 0.1379, -1.3500, -0.8603,29,108,3132
15,   29.9, 0.1173, -1.4500, -0.9309,29,108,3132
16,   24.4, 0.0958, -1.5500, -1.0185,29,108,3132
17,   20.5, 0.0803, -1.6500, -1.0952,29,108,3132
18,   17.1, 0.0669, -1.7500, -1.1743,29,108,3132
19,   14.8, 0.0579, -1.8500, -1.2375,29,108,3132
20,   14.4, 0.0564, -1.9500, -1.2488,28,108,3024

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means and medians are in pixels (max 255).
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, Y-median, R-median, G-med1an, B-median
 1,  0.0500,  0.0613,  0.0497,  0.0642,  0.0636, 221.6, 227.4, 220.0, 220.3, 221.6, 228.0, 220.0, 220.0
 2,  0.1500,  0.0930,  0.0779,  0.0972,  0.1007, 205.7, 213.1, 203.9, 202.2, 206.0, 213.0, 204.0, 202.0
 3,  0.2500,  0.1351,  0.1166,  0.1397,  0.1420, 186.9, 194.9, 184.8, 183.9, 187.1, 195.0, 185.0, 184.0
 4,  0.3500,  0.1763,  0.1544,  0.1817,  0.1823, 170.1, 178.7, 167.8, 167.6, 170.1, 179.0, 168.0, 167.0
 5,  0.4500,  0.2310,  0.2082,  0.2367,  0.2353, 150.0, 157.9, 147.8, 148.3, 150.2, 158.0, 148.0, 149.0
 6,  0.5500,  0.2884,  0.2648,  0.2944,  0.2961, 131.4, 138.6, 129.5, 129.0, 131.2, 139.0, 129.0, 129.0
 7,  0.6500,  0.3572,  0.3311,  0.3636,  0.3656, 112.2, 119.0, 110.4, 109.9, 112.0, 119.0, 110.0, 110.0
 8,  0.7500,  0.4171,  0.3963,  0.4226,  0.4225,  97.7, 102.4,  96.4,  96.4,  97.3, 102.0,  96.0,  96.0
 9,  0.8500,  0.4888,  0.4692,  0.4929,  0.4934,  82.9,  86.6,  82.0,  81.9,  82.8,  87.0,  82.0,  82.0
10,  0.9500,  0.5565,  0.5338,  0.5614,  0.5630,  71.0,  74.6,  70.0,  69.7,  70.9,  75.0,  70.0,  70.0
11,  1.0500,  0.6297,  0.6087,  0.6350,  0.6283,  59.9,  62.8,  59.1,  60.0,  59.9,  63.0,  59.0,  60.0
12,  1.1500,  0.7133,  0.6951,  0.7185,  0.7123,  49.4,  51.5,  48.8,  49.5,  49.5,  51.0,  49.0,  49.0
13,  1.2500,  0.7774,  0.7469,  0.7863,  0.7765,  42.6,  45.7,  41.7,  42.7,  42.9,  46.0,  42.0,  43.0
14,  1.3500,  0.8603,  0.8480,  0.8657,  0.8558,  35.1,  36.2,  34.7,  35.5,  35.0,  36.0,  35.0,  36.0
15,  1.4500,  0.9309,  0.9117,  0.9371,  0.9159,  30.0,  31.3,  29.5,  30.9,  29.9,  31.0,  29.0,  31.0
16,  1.5500,  1.0185,  0.9943,  1.0273,  0.9902,  24.5,  25.8,  23.9,  26.1,  24.6,  26.0,  24.0,  26.0
17,  1.6500,  1.0952,  1.0909,  1.1013,  1.0593,  20.4,  20.7,  20.2,  22.2,  20.5,  21.0,  20.0,  22.0
18,  1.7500,  1.1743,  1.1427,  1.1873,  1.1426,  17.1,  18.4,  16.6,  18.4,  17.1,  18.0,  17.0,  18.0
19,  1.8500,  1.2375,  1.2317,  1.2399,  1.2102,  14.8,  15.0,  14.7,  15.7,  15.0,  15.0,  15.0,  16.0
20,  1.9500,  1.2488,  1.2096,  1.2625,  1.2249,  14.4,  15.7,  13.9,  15.2,  14.5,  16.0,  14.0,  15.0

Zone,(-)Log(exp),Y-slope,R-slope,G-slope,B-slope
 1,  0.050,  0.318,  0.282,  0.330,  0.371
 2,  0.150,  0.369,  0.335,  0.378,  0.392
 3,  0.250,  0.416,  0.382,  0.422,  0.408
 4,  0.350,  0.479,  0.458,  0.485,  0.467
 5,  0.450,  0.561,  0.552,  0.564,  0.569
 6,  0.550,  0.631,  0.615,  0.634,  0.651
 7,  0.650,  0.643,  0.657,  0.641,  0.632
 8,  0.750,  0.658,  0.691,  0.647,  0.639
 9,  0.850,  0.697,  0.688,  0.694,  0.703
10,  0.950,  0.704,  0.698,  0.710,  0.675
11,  1.050,  0.784,  0.806,  0.785,  0.746
12,  1.150,  0.739,  0.691,  0.756,  0.741
13,  1.250,  0.735,  0.764,  0.736,  0.717
14,  1.350,  0.767,  0.824,  0.754,  0.697
15,  1.450,  0.791,  0.732,  0.808,  0.672
16,  1.550,  0.822,  0.896,  0.821,  0.717
17,  1.650,  0.779,  0.742,  0.800,  0.762
18,  1.750,  0.711,  0.704,  0.693,  0.754
19,  1.850,  0.373,  0.334,  0.376,  0.411

Noise (normalized to 1.5 density range and maximum) and f-stop noise and SNR (scene-referenced). This table changed in Imatest 3.9: added line and fields.
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
 1,   0.487,  0.719,  0.526,  0.499,   0.376,  0.555,  0.406,  0.385,,   0.0148,  0.0219,  0.0160,  0.0152,    67.45,   45.70,   62.43,   65.85
 2,   0.424,  0.462,  0.444,  0.445,   0.328,  0.357,  0.343,  0.344,,   0.0149,  0.0163,  0.0156,  0.0156,    67.03,   61.52,   64.00,   63.97
 3,   0.507,  0.494,  0.520,  0.498,   0.391,  0.382,  0.402,  0.384,,   0.0210,  0.0205,  0.0216,  0.0206,    47.62,   48.85,   46.37,   48.50
 4,   0.509,  0.597,  0.526,  0.613,   0.393,  0.461,  0.407,  0.474,,   0.0195,  0.0229,  0.0202,  0.0236,    51.19,   43.62,   49.48,   42.46
 5,   0.584,  0.576,  0.588,  0.691,   0.451,  0.445,  0.454,  0.534,,   0.0204,  0.0202,  0.0206,  0.0242,    48.93,   49.56,   48.55,   41.34
 6,   0.679,  0.706,  0.685,  0.751,   0.524,  0.546,  0.529,  0.580,,   0.0245,  0.0255,  0.0248,  0.0272,    40.74,   39.15,   40.37,   36.80
 7,   0.736,  0.738,  0.769,  0.794,   0.569,  0.570,  0.594,  0.613,,   0.0288,  0.0289,  0.0301,  0.0311,    34.70,   34.60,   33.23,   32.18
 8,   0.814,  0.902,  0.819,  0.868,   0.629,  0.697,  0.633,  0.671,,   0.0356,  0.0394,  0.0358,  0.0380,    28.07,   25.35,   27.92,   26.34
 9,   0.829,  0.852,  0.848,  0.869,   0.640,  0.658,  0.655,  0.671,,   0.0408,  0.0420,  0.0417,  0.0428,    24.51,   23.84,   23.96,   23.38
10,   0.919,  0.942,  0.933,  0.948,   0.710,  0.727,  0.720,  0.733,,   0.0510,  0.0523,  0.0518,  0.0527,    19.59,   19.12,   19.30,   18.98
11,   0.953,  1.009,  0.955,  0.951,   0.736,  0.780,  0.738,  0.735,,   0.0605,  0.0640,  0.0606,  0.0604,    16.53,   15.61,   16.49,   16.56
12,   0.941,  1.022,  0.946,  0.991,   0.727,  0.790,  0.731,  0.765,,   0.0699,  0.0760,  0.0703,  0.0736,    14.30,   13.16,   14.22,   13.59
13,   0.994,  0.999,  0.995,  1.003,   0.768,  0.772,  0.769,  0.775,,   0.0874,  0.0879,  0.0875,  0.0882,    11.44,   11.38,   11.43,   11.34
14,   1.018,  1.048,  1.031,  1.087,   0.787,  0.810,  0.796,  0.840,,   0.1051,  0.1082,  0.1064,  0.1122,     9.51,    9.24,    9.40,    8.91
15,   1.076,  1.157,  1.077,  1.139,   0.831,  0.894,  0.832,  0.880,,   0.1293,  0.1390,  0.1295,  0.1369,     7.73,    7.20,    7.72,    7.30
16,   1.146,  1.158,  1.146,  1.193,   0.886,  0.894,  0.886,  0.922,,   0.1630,  0.1646,  0.1630,  0.1697,     6.13,    6.07,    6.13,    5.89
17,   1.142,  1.172,  1.143,  1.209,   0.882,  0.905,  0.883,  0.934,,   0.2109,  0.2164,  0.2109,  0.2233,     4.74,    4.62,    4.74,    4.48
18,   1.071,  1.074,  1.084,  1.189,   0.828,  0.830,  0.838,  0.918,,   0.2859,  0.2867,  0.2894,  0.3172,     3.50,    3.49,    3.46,    3.15
19,   1.104,  1.127,  1.105,  1.206,   0.853,  0.871,  0.854,  0.932,,   0.3990,  0.4075,  0.3994,  0.4361,     2.51,    2.45,    2.50,    2.29
20,   1.188,  1.237,  1.194,  1.237,   0.918,  0.956,  0.922,  0.956,,   0.4454,  0.4636,  0.4474,  0.4638,     2.25,    2.16,    2.24,    2.16

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
 1, 230.856, 160.647, 212.226, 224.172, 47.267, 44.117, 46.536, 47.012
 2, 246.222, 234.020, 232.857, 230.883, 47.827, 47.385, 47.342, 47.268
 3, 187.155, 200.326, 180.317, 187.605, 45.444, 46.035, 45.121, 45.465
 4, 169.491, 151.908, 161.816, 138.658, 44.583, 43.632, 44.180, 42.839
 5, 130.286, 139.091, 127.568, 108.995, 42.298, 42.866, 42.115, 40.748
 6,  98.142,  99.597,  95.932,  87.119, 39.837, 39.965, 39.639, 38.802
 7,  77.254,  81.792,  72.879,  70.277, 37.758, 38.254, 37.252, 36.936
 8,  60.822,  57.630,  59.737,  56.366, 35.681, 35.213, 35.525, 35.020
 9,  50.670,  51.554,  49.066,  47.841, 34.095, 34.245, 33.816, 33.596
10,  39.111,  40.211,  38.100,  37.326, 31.846, 32.087, 31.619, 31.440
11,  31.867,  31.580,  31.391,  32.025, 30.067, 29.988, 29.936, 30.110
12,  26.615,  25.545,  26.145,  25.342, 28.503, 28.146, 28.348, 28.077
13,  21.737,  23.195,  21.277,  21.585, 26.744, 27.308, 26.558, 26.683
14,  17.533,  17.521,  17.111,  16.596, 24.877, 24.871, 24.666, 24.400
15,  14.106,  13.715,  13.886,  13.789, 22.988, 22.744, 22.852, 22.790
16,  10.820,  11.329,  10.603,  11.099, 20.684, 21.084, 20.509, 20.905
17,   9.101,   8.959,   8.972,   9.336, 19.182, 19.045, 19.058, 19.404
18,   8.089,   8.672,   7.755,   7.841, 18.157, 18.763, 17.792, 17.887
19,   6.788,   6.736,   6.743,   6.614, 16.635, 16.568, 16.577, 16.409
20,   6.142,   6.458,   5.924,   6.232, 15.766, 16.202, 15.452, 15.892

,R,G,B,Y,Notes
SNR_BW (dB; RGBY), 40.9, 41.7, 41.2, 41.8,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
SNR Dnom=0.7, 40.0, 39.6, 38.8, 39.8,Patch,6

Dynamic Range in f-stops (EV): total and for quality levels corresponding to SNR = 1/f-stop noise
Noise max f-stops,Quality,DR (f-stops)
,Total (slope-based),6.31
,Distinct steps,6.31
0.25,M-H,5.49
0.1,High,4.22

Gamma, 0.627,1/1.59
Exposure error (f-stops),-0.28
Density step, 0.1
Image WxH pixels,4000,3000
Crop WxH pixels,2895,296
Region W H Area pixels,    29,   108,    3132
Avg. noise (zones 2-15) RGBY %,  0.82,  0.80,  0.83,  0.78
Detected zones<0.98,20, good contrast
Detected_Patches_Skype_Dyn_Rng,18
Skype Dynamic Range linear,16, (Skype spec 5.0)
Skype Dynamic Range log,19, (better)

Exif data























